temperature,time
temperature,time
24.4,2020-02-21 21:24:18.877243
24.4,2020-02-21 21:24:20.444314
24.4,2020-02-21 21:24:22.016867
24.4,2020-02-21 21:24:23.588444
24.4,2020-02-21 21:24:25.164048
24.4,2020-02-21 21:24:26.726489
24.4,2020-02-21 21:24:28.304025
24.4,2020-02-21 21:24:29.867430
25.1,2020-02-21 21:24:31.448179
25.1,2020-02-21 21:24:33.036359
25.1,2020-02-21 21:24:34.718424
25.0,2020-02-21 21:24:36.351950
25.0,2020-02-21 21:24:37.960152
24.9,2020-02-21 21:24:39.532769
24.9,2020-02-21 21:24:41.099043
24.9,2020-02-21 21:24:42.657389
24.9,2020-02-21 21:24:44.220310
24.9,2020-02-21 21:24:45.786141
24.9,2020-02-21 21:24:47.360736
24.9,2020-02-21 21:24:48.947809
24.9,2020-02-21 21:24:50.506517
24.9,2020-02-21 21:24:52.084106
24.9,2020-02-21 21:24:53.644458
24.9,2020-02-21 21:24:55.207078
24.8,2020-02-21 21:24:56.783791
24.8,2020-02-21 21:24:58.356814
24.8,2020-02-21 21:25:00.326876
24.8,2020-02-21 21:25:01.908102
24.8,2020-02-21 21:25:03.473255
24.8,2020-02-21 21:25:05.046808
24.8,2020-02-21 21:25:06.614725
24.8,2020-02-21 21:25:08.183622
24.8,2020-02-21 21:25:09.745454
24.8,2020-02-21 21:25:11.312426
24.8,2020-02-21 21:25:12.874786
24.8,2020-02-21 21:25:14.518017
24.8,2020-02-21 21:25:16.068425
24.7,2020-02-21 21:25:17.625191
24.7,2020-02-21 21:25:19.183434
24.7,2020-02-21 21:25:20.751121
24.7,2020-02-21 21:25:22.324072
24.7,2020-02-21 21:25:23.882478
24.7,2020-02-21 21:25:25.456057
24.7,2020-02-21 21:25:27.020079
24.7,2020-02-21 21:25:28.658455
24.7,2020-02-21 21:25:30.217430
24.7,2020-02-21 21:25:31.774375
24.7,2020-02-21 21:25:33.373649
24.7,2020-02-21 21:25:34.984628
24.7,2020-02-21 21:25:36.562025
24.7,2020-02-21 21:25:38.122002
24.7,2020-02-21 21:25:39.690916
24.7,2020-02-21 21:25:41.258485
24.7,2020-02-21 21:25:42.834293
24.7,2020-02-21 21:25:44.404707
24.7,2020-02-21 21:25:45.971200
24.7,2020-02-21 21:25:47.560760
24.7,2020-02-21 21:25:49.213886
24.7,2020-02-21 21:25:50.783146
24.7,2020-02-21 21:25:52.379549
24.7,2020-02-21 21:25:53.939712
24.6,2020-02-21 21:25:55.516318
24.6,2020-02-21 21:25:57.081955
24.6,2020-02-21 21:25:58.771289
24.6,2020-02-21 21:26:00.640715
24.6,2020-02-21 21:26:02.223431
24.6,2020-02-21 21:26:03.781014
24.6,2020-02-21 21:26:06.371624
24.6,2020-02-21 21:26:07.961133
24.6,2020-02-21 21:26:09.546734
24.6,2020-02-21 21:26:12.183357
24.6,2020-02-21 21:26:14.092730
24.6,2020-02-21 21:26:15.664755
24.6,2020-02-21 21:26:17.226327
24.6,2020-02-21 21:26:18.827405
24.6,2020-02-21 21:26:20.404271
24.6,2020-02-21 21:26:21.982690
24.6,2020-02-21 21:26:23.554520
24.6,2020-02-21 21:26:25.132847
24.6,2020-02-21 21:26:26.708369
24.6,2020-02-21 21:26:28.286123
24.6,2020-02-21 21:26:29.848291
24.6,2020-02-21 21:26:31.443042
24.6,2020-02-21 21:26:33.026686
24.6,2020-02-21 21:26:34.594790
24.6,2020-02-21 21:26:36.159982
24.6,2020-02-21 21:26:37.813982
24.6,2020-02-21 21:26:39.385490
24.6,2020-02-21 21:26:40.957419
24.5,2020-02-21 21:26:48.633844
24.5,2020-02-21 21:26:50.200219
24.5,2020-02-21 21:26:51.805374
24.5,2020-02-21 21:26:53.385074
24.5,2020-02-21 21:26:54.943471
24.5,2020-02-21 21:26:56.518675
25.1,2020-02-21 21:26:58.084221
25.1,2020-02-21 21:27:00.195154
25.0,2020-02-21 21:27:01.770730
25.0,2020-02-21 21:27:03.341065
25.0,2020-02-21 21:27:05.241389
25.0,2020-02-21 21:27:06.820038
25.0,2020-02-21 21:27:08.374621
25.0,2020-02-21 21:27:09.947532
24.9,2020-02-21 21:27:11.511056
24.9,2020-02-21 21:27:13.088195
24.9,2020-02-21 21:27:14.662721
24.9,2020-02-21 21:27:16.230156
24.9,2020-02-21 21:27:17.807118
24.9,2020-02-21 21:27:19.378127
24.9,2020-02-21 21:27:20.937586
24.9,2020-02-21 21:27:22.516291
24.9,2020-02-21 21:27:24.126364
24.9,2020-02-21 21:27:25.715075
24.9,2020-02-21 21:27:27.286653
24.9,2020-02-21 21:27:28.914595
24.9,2020-02-21 21:27:30.540588
24.8,2020-02-21 21:27:32.113474
24.8,2020-02-21 21:27:33.674606
24.9,2020-02-21 21:27:35.254218
23.9,2020-02-21 22:07:44.607903
23.9,2020-02-21 22:07:46.393989
23.9,2020-02-21 22:07:47.992487
23.9,2020-02-21 22:07:49.552965
23.9,2020-02-21 22:07:51.126643
23.9,2020-02-21 22:07:52.890701
23.9,2020-02-21 22:07:54.662640
22.8,2020-02-22 09:30:09.096997
22.8,2020-02-22 09:30:10.507523
22.8,2020-02-22 09:30:11.792701
22.8,2020-02-22 09:30:13.029243
22.8,2020-02-22 09:30:14.323560
22.8,2020-02-22 09:30:15.605760
22.8,2020-02-22 09:30:16.905894
22.8,2020-02-22 09:30:18.191605
22.8,2020-02-22 09:30:19.474171
22.8,2020-02-22 09:30:20.758127
22.8,2020-02-22 09:30:22.057721
22.8,2020-02-22 09:30:23.354385
22.8,2020-02-22 09:30:24.766396
22.8,2020-02-22 09:30:26.062166
22.8,2020-02-22 09:30:27.354644
22.8,2020-02-22 09:30:28.583280
22.8,2020-02-22 09:30:29.828826
22.8,2020-02-22 09:30:31.123221
22.8,2020-02-22 09:30:32.386194
22.8,2020-02-22 09:30:33.618718
22.8,2020-02-22 09:30:34.913087
22.8,2020-02-22 09:30:36.190393
22.8,2020-02-22 09:30:37.478059
22.8,2020-02-22 09:30:38.782369
22.8,2020-02-22 09:30:40.089498
22.8,2020-02-22 09:30:41.320134
22.8,2020-02-22 09:30:42.544139
22.8,2020-02-22 09:30:43.823648
22.8,2020-02-22 09:30:45.117625
22.8,2020-02-22 09:30:46.350156
22.8,2020-02-22 09:30:47.632224
22.8,2020-02-22 09:30:48.940892
22.8,2020-02-22 09:30:50.255139
22.8,2020-02-22 09:30:51.548396
22.8,2020-02-22 09:30:52.844399
22.8,2020-02-22 09:30:54.151845
22.8,2020-02-22 09:30:55.444371
22.8,2020-02-22 09:30:56.747468
22.8,2020-02-22 09:30:58.025482
22.8,2020-02-22 09:30:59.356172
22.8,2020-02-22 09:31:00.673488
22.8,2020-02-22 09:31:01.971087
22.8,2020-02-22 09:31:03.270923
22.8,2020-02-22 09:31:04.587330
22.8,2020-02-22 09:31:05.866115
22.8,2020-02-22 09:31:07.160959
22.8,2020-02-22 09:31:08.438743
22.8,2020-02-22 09:31:09.668552
22.8,2020-02-22 09:31:10.891418
22.8,2020-02-22 09:31:12.190011
22.8,2020-02-22 09:31:13.467578
22.8,2020-02-22 09:31:14.757332
22.8,2020-02-22 09:31:16.035002
22.8,2020-02-22 09:31:17.269426
22.8,2020-02-22 09:31:18.506124
22.8,2020-02-22 09:31:19.734976
22.8,2020-02-22 09:31:21.018759
22.8,2020-02-22 09:31:22.312621
22.8,2020-02-22 09:31:23.552631
22.8,2020-02-22 09:31:24.786183
22.8,2020-02-22 09:31:26.012438
22.8,2020-02-22 09:31:27.246384
22.8,2020-02-22 09:31:28.479605
22.8,2020-02-22 09:31:29.769745
22.8,2020-02-22 09:31:31.066313
22.8,2020-02-22 09:31:32.284947
22.9,2020-02-22 09:31:33.546191
22.9,2020-02-22 09:31:34.963348
22.9,2020-02-22 09:31:36.269590
22.9,2020-02-22 09:31:37.493986
22.9,2020-02-22 09:31:38.717454
22.9,2020-02-22 09:31:39.947667
22.9,2020-02-22 09:31:41.179167
22.9,2020-02-22 09:31:42.414536
22.9,2020-02-22 09:31:43.677726
22.9,2020-02-22 09:31:44.907759
22.9,2020-02-22 09:31:46.135331
22.9,2020-02-22 09:31:47.375891
22.9,2020-02-22 09:31:48.612332
22.9,2020-02-22 09:31:49.835716
22.9,2020-02-22 09:31:51.066918
22.9,2020-02-22 09:31:52.363677
22.9,2020-02-22 09:31:53.654274
22.9,2020-02-22 09:31:54.962445
22.9,2020-02-22 09:31:56.253928
22.9,2020-02-22 09:31:57.534644
22.9,2020-02-22 09:31:58.864791
22.9,2020-02-22 09:32:00.090472
22.9,2020-02-22 09:32:01.319187
22.9,2020-02-22 09:32:02.545765
22.9,2020-02-22 09:32:03.813643
22.9,2020-02-22 09:32:05.039599
22.9,2020-02-22 09:32:06.273646
22.9,2020-02-22 09:32:07.496001
22.9,2020-02-22 09:32:08.749945
22.9,2020-02-22 09:32:10.023214
22.9,2020-02-22 09:32:11.252688
22.9,2020-02-22 09:32:12.508600
22.9,2020-02-22 09:32:13.738896
22.9,2020-02-22 09:32:14.968233
22.9,2020-02-22 09:32:16.234002
22.9,2020-02-22 09:33:34.461126
22.9,2020-02-22 09:33:35.698224
22.9,2020-02-22 09:33:36.924201
22.9,2020-02-22 09:33:38.142314
22.9,2020-02-22 09:33:39.374309
22.9,2020-02-22 09:33:40.609767
22.9,2020-02-22 09:33:41.831946
22.9,2020-02-22 09:33:43.062616
22.9,2020-02-22 09:33:44.293164
22.9,2020-02-22 09:33:45.541749
22.9,2020-02-22 09:33:46.813935
23.0,2020-02-22 09:33:48.042312
23.0,2020-02-22 09:33:49.330333
23.0,2020-02-22 09:33:50.558941
23.1,2020-02-22 09:33:51.798619
23.1,2020-02-22 09:33:53.036151
23.1,2020-02-22 09:33:54.259820
23.2,2020-02-22 09:33:55.498769
23.2,2020-02-22 09:33:56.771111
23.2,2020-02-22 09:33:58.046141
23.2,2020-02-22 09:33:59.312995
23.2,2020-02-22 09:34:00.543725
23.2,2020-02-22 09:34:01.765145
23.2,2020-02-22 09:34:03.019595
23.3,2020-02-22 09:34:04.247139
23.3,2020-02-22 09:34:05.471553
23.3,2020-02-22 09:34:06.698445
23.3,2020-02-22 09:34:07.923471
23.4,2020-02-22 09:34:09.175646
23.4,2020-02-22 09:34:10.400729
23.4,2020-02-22 09:34:11.663045
23.4,2020-02-22 09:34:12.908115
23.4,2020-02-22 09:34:14.225159
23.4,2020-02-22 09:34:15.536002
23.5,2020-02-22 09:34:21.769293
23.5,2020-02-22 09:34:22.986198
23.5,2020-02-22 09:34:24.204401
23.5,2020-02-22 09:34:25.425512
23.5,2020-02-22 09:34:26.642920
23.5,2020-02-22 09:34:27.909487
23.5,2020-02-22 09:34:29.131019
23.5,2020-02-22 09:34:30.367471
23.5,2020-02-22 09:34:31.586136
23.5,2020-02-22 09:34:32.817605
23.5,2020-02-22 09:34:34.060269
23.5,2020-02-22 09:34:35.282629
23.5,2020-02-22 09:34:36.500225
23.4,2020-02-22 09:34:37.806177
23.4,2020-02-22 09:34:39.035060
23.4,2020-02-22 09:34:40.275960
23.4,2020-02-22 09:34:41.504335
23.4,2020-02-22 09:34:42.767620
23.4,2020-02-22 09:34:44.063785
23.4,2020-02-22 09:34:45.295589
23.4,2020-02-22 09:34:46.532765
23.4,2020-02-22 09:34:47.811245
23.4,2020-02-22 09:34:49.041673
23.4,2020-02-22 09:34:50.296174
23.4,2020-02-22 09:34:51.519160
23.4,2020-02-22 09:34:52.753405
23.4,2020-02-22 09:34:53.972831
23.4,2020-02-22 09:34:55.220402
23.4,2020-02-22 09:34:56.494618
23.4,2020-02-22 09:34:57.724533
23.4,2020-02-22 09:34:58.954472
23.4,2020-02-22 09:35:00.210091
23.4,2020-02-22 09:35:01.435832
23.4,2020-02-22 09:35:02.663459
23.4,2020-02-22 09:35:03.916016
23.4,2020-02-22 09:35:05.143378
23.4,2020-02-22 09:35:06.370108
23.4,2020-02-22 09:35:07.600613
23.4,2020-02-22 09:35:08.878452
23.4,2020-02-22 09:35:10.135581
23.4,2020-02-22 09:35:11.460212
23.4,2020-02-22 09:35:12.674454
23.4,2020-02-22 09:35:13.898161
23.4,2020-02-22 09:35:15.116146
23.4,2020-02-22 09:35:16.330424
23.4,2020-02-22 09:35:17.548040
23.4,2020-02-22 09:35:18.769540
23.4,2020-02-22 09:35:20.035746
23.4,2020-02-22 09:35:21.256155
23.4,2020-02-22 09:35:22.477827
23.3,2020-02-22 09:35:23.693622
23.3,2020-02-22 09:35:24.920633
23.3,2020-02-22 09:35:26.138988
23.3,2020-02-22 09:35:27.362865
23.3,2020-02-22 09:35:28.611550
23.3,2020-02-22 09:35:29.850645
23.3,2020-02-22 09:35:31.078128
23.3,2020-02-22 09:35:32.318643
23.3,2020-02-22 09:35:33.539541
23.3,2020-02-22 09:35:34.813561
23.3,2020-02-22 09:35:36.096313
23.3,2020-02-22 09:35:37.315825
23.3,2020-02-22 09:35:38.577598
23.3,2020-02-22 09:35:40.078253
23.3,2020-02-22 09:35:41.408261
23.3,2020-02-22 09:35:42.648655
23.3,2020-02-22 09:35:44.122669
23.3,2020-02-22 09:35:45.343000
23.3,2020-02-22 09:35:46.568744
23.3,2020-02-22 09:35:47.785616
23.3,2020-02-22 09:35:49.020077
23.3,2020-02-22 09:35:50.257638
23.3,2020-02-22 09:35:51.479803
23.3,2020-02-22 09:35:52.707390
23.3,2020-02-22 09:35:53.968230
23.3,2020-02-22 09:35:55.353373
23.3,2020-02-22 09:35:56.569951
23.3,2020-02-22 09:35:57.801585
23.3,2020-02-22 09:35:59.027073
23.3,2020-02-22 09:36:00.256212
23.3,2020-02-22 09:36:01.511071
23.3,2020-02-22 09:36:02.726169
23.3,2020-02-22 09:36:03.942572
23.3,2020-02-22 09:36:05.179472
23.3,2020-02-22 09:36:06.394835
23.3,2020-02-22 09:36:07.612250
23.3,2020-02-22 09:36:08.872070
23.3,2020-02-22 09:36:10.175432
23.3,2020-02-22 09:36:11.401284
23.3,2020-02-22 09:36:12.621684
23.3,2020-02-22 09:36:13.834044
23.3,2020-02-22 09:36:15.047445
23.3,2020-02-22 09:36:16.273525
23.3,2020-02-22 09:36:17.494898
23.3,2020-02-22 09:36:18.719996
23.3,2020-02-22 09:36:19.970905
23.3,2020-02-22 09:36:21.192312
23.2,2020-02-22 09:36:22.456033
23.2,2020-02-22 09:36:23.674906
23.2,2020-02-22 09:36:24.912281
23.2,2020-02-22 09:36:26.144403
23.2,2020-02-22 09:36:27.363954
23.2,2020-02-22 09:36:28.615331
23.2,2020-02-22 09:36:29.851268
23.2,2020-02-22 09:36:31.072873
23.2,2020-02-22 09:36:32.337901
23.2,2020-02-22 09:36:33.558469
23.2,2020-02-22 09:36:34.825423
23.2,2020-02-22 09:36:36.068235
23.2,2020-02-22 09:36:37.414151
23.2,2020-02-22 09:36:38.699665
23.2,2020-02-22 09:36:40.056176
23.2,2020-02-22 09:36:41.320536
23.2,2020-02-22 09:36:42.544661
23.2,2020-02-22 09:36:43.763911
23.2,2020-02-22 09:36:45.006333
23.2,2020-02-22 09:36:46.223080
23.2,2020-02-22 09:36:47.465411
23.2,2020-02-22 09:36:48.709205
23.2,2020-02-22 09:36:49.931933
23.2,2020-02-22 09:36:51.158014
23.2,2020-02-22 09:36:52.374624
23.2,2020-02-22 09:36:53.594935
23.2,2020-02-22 09:36:55.019424
23.2,2020-02-22 09:36:56.243393
23.2,2020-02-22 09:36:57.463695
23.2,2020-02-22 09:36:58.723816
23.2,2020-02-22 09:37:00.034157
23.2,2020-02-22 09:37:01.274679
23.2,2020-02-22 09:37:02.525072
23.2,2020-02-22 09:37:03.758176
23.2,2020-02-22 09:37:04.981592
23.2,2020-02-22 09:37:06.258785
23.2,2020-02-22 09:37:07.474010
23.2,2020-02-22 09:37:08.687613
23.2,2020-02-22 09:37:09.904886
23.2,2020-02-22 09:37:11.134947
23.1,2020-02-22 09:37:12.359068
23.1,2020-02-22 09:37:13.609383
23.1,2020-02-22 09:37:14.869836
23.1,2020-02-22 09:37:16.129290
23.1,2020-02-22 09:37:17.350031
23.1,2020-02-22 09:37:18.579282
23.1,2020-02-22 09:37:19.799500
23.2,2020-02-22 09:37:21.012536
23.2,2020-02-22 09:37:22.245654
23.2,2020-02-22 09:37:23.475551
23.2,2020-02-22 09:37:24.693906
23.2,2020-02-22 09:37:25.978015
23.2,2020-02-22 09:37:27.250130
23.2,2020-02-22 09:37:28.482920
23.2,2020-02-22 09:37:29.720342
23.2,2020-02-22 09:37:30.984410
23.2,2020-02-22 09:37:32.205119
23.2,2020-02-22 09:37:33.438856
23.2,2020-02-22 09:37:34.666560
23.2,2020-02-22 09:37:35.886391
23.2,2020-02-22 09:37:37.104582
23.2,2020-02-22 09:37:38.327833
23.2,2020-02-22 09:37:39.554243
23.2,2020-02-22 09:37:40.821812
23.2,2020-02-22 09:37:42.038737
23.2,2020-02-22 09:37:43.261059
23.2,2020-02-22 09:37:44.484363
23.2,2020-02-22 09:37:45.705967
23.2,2020-02-22 09:37:46.927312
23.2,2020-02-22 09:37:48.151752
23.2,2020-02-22 09:37:49.372698
23.2,2020-02-22 09:37:50.610291
23.2,2020-02-22 09:37:51.823120
23.2,2020-02-22 09:37:53.052927
23.2,2020-02-22 09:37:54.279379
23.2,2020-02-22 09:37:55.497510
23.2,2020-02-22 09:37:56.716232
23.2,2020-02-22 09:37:57.974233
23.2,2020-02-22 09:37:59.241320
23.2,2020-02-22 09:38:00.477731
23.2,2020-02-22 09:38:01.705245
23.2,2020-02-22 09:38:02.925590
23.2,2020-02-22 09:38:04.156210
23.2,2020-02-22 09:38:05.393194
23.2,2020-02-22 09:38:06.623145
23.2,2020-02-22 09:38:07.857432
23.2,2020-02-22 09:38:09.074316
23.2,2020-02-22 09:38:10.381207
23.1,2020-02-22 09:38:11.610020
23.1,2020-02-22 09:38:12.831233
23.1,2020-02-22 09:38:14.055890
23.1,2020-02-22 09:38:15.307046
23.1,2020-02-22 09:38:16.532675
23.1,2020-02-22 09:38:17.757143
23.1,2020-02-22 09:38:19.021906
23.1,2020-02-22 09:38:20.246174
23.1,2020-02-22 09:38:21.486431
23.1,2020-02-22 09:38:22.720175
23.1,2020-02-22 09:38:23.958196
23.1,2020-02-22 09:38:25.217836
23.1,2020-02-22 09:38:26.467498
23.2,2020-02-22 09:38:27.687729
23.2,2020-02-22 09:38:28.907017
23.2,2020-02-22 09:38:30.148767
23.2,2020-02-22 09:38:31.367057
23.2,2020-02-22 09:38:32.619421
23.2,2020-02-22 09:38:33.837443
23.2,2020-02-22 09:38:35.067736
23.2,2020-02-22 09:38:36.307102
23.2,2020-02-22 09:38:37.540732
23.2,2020-02-22 09:38:38.810654
23.1,2020-02-22 09:38:40.051414
23.1,2020-02-22 09:38:41.294171
23.1,2020-02-22 09:38:42.526926
23.1,2020-02-22 09:38:43.757337
23.1,2020-02-22 09:38:44.998227
23.1,2020-02-22 09:38:46.220693
23.1,2020-02-22 09:38:47.448866
23.1,2020-02-22 09:38:48.669277
23.1,2020-02-22 09:38:49.890499
23.1,2020-02-22 09:38:51.111408
23.1,2020-02-22 09:38:52.338923
23.1,2020-02-22 09:38:53.566552
23.1,2020-02-22 09:38:54.809907
23.1,2020-02-22 09:38:56.036784
23.1,2020-02-22 09:38:57.274498
23.1,2020-02-22 09:38:58.504894
23.1,2020-02-22 09:38:59.723228
23.1,2020-02-22 09:39:00.944547
23.1,2020-02-22 09:39:02.166684
23.1,2020-02-22 09:39:03.384569
23.1,2020-02-22 09:39:04.636787
23.1,2020-02-22 09:39:05.867202
23.1,2020-02-22 09:39:07.107092
23.1,2020-02-22 09:39:08.383058
23.1,2020-02-22 09:39:09.620262
23.1,2020-02-22 09:39:10.850552
23.1,2020-02-22 09:39:12.077467
23.1,2020-02-22 09:39:13.305757
23.1,2020-02-22 09:39:14.535630
23.1,2020-02-22 09:39:15.764868
23.1,2020-02-22 09:39:16.995229
23.1,2020-02-22 09:39:18.225213
23.1,2020-02-22 09:39:19.449857
23.1,2020-02-22 09:39:20.681348
23.1,2020-02-22 09:39:21.943960
23.1,2020-02-22 09:39:23.167475
23.1,2020-02-22 09:39:24.404143
23.1,2020-02-22 09:39:25.630896
23.1,2020-02-22 09:39:26.852930
23.1,2020-02-22 09:39:28.089947
23.1,2020-02-22 09:39:29.315422
23.1,2020-02-22 09:39:30.548010
23.1,2020-02-22 09:39:31.766848
23.1,2020-02-22 09:39:32.994219
23.1,2020-02-22 09:39:34.293522
23.1,2020-02-22 09:39:35.579466
23.1,2020-02-22 09:39:36.794154
23.1,2020-02-22 09:39:38.021040
23.1,2020-02-22 09:39:39.237963
23.1,2020-02-22 09:39:40.462578
23.1,2020-02-22 09:39:41.683776
23.1,2020-02-22 09:39:42.929665
23.1,2020-02-22 09:39:44.197679
23.1,2020-02-22 09:39:45.424165
23.1,2020-02-22 09:39:46.654712
23.1,2020-02-22 09:39:47.926182
23.1,2020-02-22 09:39:49.232545
23.1,2020-02-22 09:39:50.527575
23.1,2020-02-22 09:39:51.848874
23.1,2020-02-22 09:39:53.136001
